workflow,paper_id,field,gold,pred,match,match_reason
w6_second_pass_audit,STG-NRDE,year,2023,2023,yes,exact
w6_second_pass_audit,STG-NRDE,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,STG-NRDE,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,STG-NRDE,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,STG-NRDE,target_class,traffic_flow,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,STG-NRDE,dataset_family,pemsd3|pemsd4|pemsd7|pemsd8,pemsd3|pemsd4|pemsd7|pemsd8,yes,exact_set
w6_second_pass_audit,STG-NRDE,has_public_code,yes,yes,yes,exact
w6_second_pass_audit,STG-NRDE,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,STG-NRDE,horizon_type,sequence,single_horizon,no,mismatch
w6_second_pass_audit,STG-NRDE,horizon_min_value,12,1,no,mismatch
w6_second_pass_audit,STG-NRDE,horizon_max_value,12,12,yes,exact
w6_second_pass_audit,STG-NRDE,horizon_unit,steps,steps,yes,exact
w6_second_pass_audit,STG-NRDE,frequency_value,5,5,yes,exact
w6_second_pass_audit,STG-NRDE,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,STG-NRDE,graph_node_count_min,170,307,no,mismatch
w6_second_pass_audit,STG-NRDE,graph_node_count_max,883,883,yes,exact
w6_second_pass_audit,STG-NRDE,node_unit,sensors,nodes,no,mismatch
w6_second_pass_audit,STG-NRDE,graph_node_count_status,found,found,yes,exact
w6_second_pass_audit,STG-NRDE,coding_status,complete,complete,yes,exact
w6_second_pass_audit,STG-NRDE,confidence,medium,high,no,mismatch
w6_second_pass_audit,All Connected,year,2023,2023,yes,exact
w6_second_pass_audit,All Connected,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,All Connected,domain_class,multivariate_timeseries,energy_pv,no,mismatch
w6_second_pass_audit,All Connected,task_class,multivariate_timeseries_forecasting,pv_power_forecasting,no,mismatch
w6_second_pass_audit,All Connected,target_class,multiple_targets,pv_power,no,mismatch
w6_second_pass_audit,All Connected,dataset_family,not_reported,not_reported,yes,exact_set
w6_second_pass_audit,All Connected,has_public_code,not_reported,no,no,mismatch
w6_second_pass_audit,All Connected,has_public_dataset,no,no,yes,exact
w6_second_pass_audit,All Connected,horizon_type,single_horizon,single_horizon,yes,exact
w6_second_pass_audit,All Connected,horizon_min_value,6,1,no,mismatch
w6_second_pass_audit,All Connected,horizon_max_value,6,1,no,mismatch
w6_second_pass_audit,All Connected,horizon_unit,steps,hours,no,mismatch
w6_second_pass_audit,All Connected,frequency_value,10,10,yes,exact
w6_second_pass_audit,All Connected,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,All Connected,graph_node_count_min,14,not_reported,no,mismatch
w6_second_pass_audit,All Connected,graph_node_count_max,14,not_reported,no,mismatch
w6_second_pass_audit,All Connected,node_unit,stations,not_reported,no,mismatch
w6_second_pass_audit,All Connected,graph_node_count_status,found,not_reported,no,mismatch
w6_second_pass_audit,All Connected,coding_status,partial,complete,no,mismatch
w6_second_pass_audit,All Connected,confidence,medium,high,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,year,2025,2023,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,domain_class,air_quality,air_quality,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,task_class,air_quality_forecasting,air_quality_forecasting,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,target_class,aqi,aqi,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,dataset_family,not_reported,not_reported,yes,exact_set
w6_second_pass_audit,ST-GCRN Air Quality,has_public_code,no,no,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,has_public_dataset,no,no,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,horizon_type,multi_horizon,single_horizon,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,horizon_min_value,1,1,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,horizon_max_value,12,12,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,horizon_unit,hours,hours,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,frequency_value,1,not_reported,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,frequency_unit,hours,not_reported,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,graph_node_count_min,1024,25,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,graph_node_count_max,1024,37,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,node_unit,stations,stations,yes,exact
w6_second_pass_audit,ST-GCRN Air Quality,graph_node_count_status,partial,found,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,coding_status,partial,complete,no,mismatch
w6_second_pass_audit,ST-GCRN Air Quality,confidence,medium,high,no,mismatch
w6_second_pass_audit,GRAM-ODE,year,2023,2023,yes,exact
w6_second_pass_audit,GRAM-ODE,venue_type,journal,journal,yes,exact
w6_second_pass_audit,GRAM-ODE,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,GRAM-ODE,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,GRAM-ODE,target_class,multiple_targets,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,GRAM-ODE,dataset_family,metr_la|pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,metr_la|pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,yes,exact_set
w6_second_pass_audit,GRAM-ODE,has_public_code,yes,yes,yes,exact
w6_second_pass_audit,GRAM-ODE,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,GRAM-ODE,horizon_type,sequence,single_horizon,no,mismatch
w6_second_pass_audit,GRAM-ODE,horizon_min_value,12,1,no,mismatch
w6_second_pass_audit,GRAM-ODE,horizon_max_value,12,not_reported,no,mismatch
w6_second_pass_audit,GRAM-ODE,horizon_unit,steps,dataset_specific,no,mismatch
w6_second_pass_audit,GRAM-ODE,frequency_value,5,5,yes,exact
w6_second_pass_audit,GRAM-ODE,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,GRAM-ODE,graph_node_count_min,170,307,no,mismatch
w6_second_pass_audit,GRAM-ODE,graph_node_count_max,883,883,yes,exact
w6_second_pass_audit,GRAM-ODE,node_unit,sensors,nodes,no,mismatch
w6_second_pass_audit,GRAM-ODE,graph_node_count_status,found,partial,no,mismatch
w6_second_pass_audit,GRAM-ODE,coding_status,complete,complete,yes,exact
w6_second_pass_audit,GRAM-ODE,confidence,high,high,yes,exact
w6_second_pass_audit,LargeST,year,2023,2023,yes,exact
w6_second_pass_audit,LargeST,venue_type,conference,preprint,no,mismatch
w6_second_pass_audit,LargeST,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,LargeST,task_class,benchmark_evaluation,traffic_forecasting,no,mismatch
w6_second_pass_audit,LargeST,target_class,traffic_flow,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,LargeST,dataset_family,largest|california_pems,not_reported,no,set_mismatch
w6_second_pass_audit,LargeST,has_public_code,yes,yes,yes,exact
w6_second_pass_audit,LargeST,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,LargeST,horizon_type,sequence,single_horizon,no,mismatch
w6_second_pass_audit,LargeST,horizon_min_value,12,12,yes,exact
w6_second_pass_audit,LargeST,horizon_max_value,12,12,yes,exact
w6_second_pass_audit,LargeST,horizon_unit,steps,steps,yes,exact
w6_second_pass_audit,LargeST,frequency_value,5,5,yes,exact
w6_second_pass_audit,LargeST,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,LargeST,graph_node_count_min,716,716,yes,exact
w6_second_pass_audit,LargeST,graph_node_count_max,8600,8600,yes,exact
w6_second_pass_audit,LargeST,node_unit,sensors,sensors,yes,exact
w6_second_pass_audit,LargeST,graph_node_count_status,found,found,yes,exact
w6_second_pass_audit,LargeST,coding_status,complete,complete,yes,exact
w6_second_pass_audit,LargeST,confidence,high,high,yes,exact
w6_second_pass_audit,STG4Traffic,year,2024,2023,no,mismatch
w6_second_pass_audit,STG4Traffic,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,STG4Traffic,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,STG4Traffic,task_class,benchmark_evaluation,traffic_forecasting,no,mismatch
w6_second_pass_audit,STG4Traffic,target_class,traffic_speed_and_flow,traffic_speed_and_flow,yes,exact
w6_second_pass_audit,STG4Traffic,dataset_family,metr_la|pems_bay|pemsd4|pemsd8,metr_la|pems_bay|pemsd4|pemsd8,yes,exact_set
w6_second_pass_audit,STG4Traffic,has_public_code,yes,yes,yes,exact
w6_second_pass_audit,STG4Traffic,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,STG4Traffic,horizon_type,multi_horizon,multi_horizon,yes,exact
w6_second_pass_audit,STG4Traffic,horizon_min_value,15,12,no,mismatch
w6_second_pass_audit,STG4Traffic,horizon_max_value,60,15,no,mismatch
w6_second_pass_audit,STG4Traffic,horizon_unit,minutes,hours,no,mismatch
w6_second_pass_audit,STG4Traffic,frequency_value,5,5,yes,exact
w6_second_pass_audit,STG4Traffic,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,STG4Traffic,graph_node_count_min,170,207,no,mismatch
w6_second_pass_audit,STG4Traffic,graph_node_count_max,325,340,no,mismatch
w6_second_pass_audit,STG4Traffic,node_unit,sensors,nodes,no,mismatch
w6_second_pass_audit,STG4Traffic,graph_node_count_status,found,found,yes,exact
w6_second_pass_audit,STG4Traffic,coding_status,complete,complete,yes,exact
w6_second_pass_audit,STG4Traffic,confidence,high,high,yes,exact
w6_second_pass_audit,STAEformer,year,2023,2023,yes,exact
w6_second_pass_audit,STAEformer,venue_type,conference,conference,yes,exact
w6_second_pass_audit,STAEformer,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,STAEformer,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,STAEformer,target_class,traffic_flow,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,STAEformer,dataset_family,metr_la|pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,metr_la|pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,yes,exact_set
w6_second_pass_audit,STAEformer,has_public_code,yes,yes,yes,exact
w6_second_pass_audit,STAEformer,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,STAEformer,horizon_type,multi_horizon,multi_horizon,yes,exact
w6_second_pass_audit,STAEformer,horizon_min_value,3,3,yes,exact
w6_second_pass_audit,STAEformer,horizon_max_value,12,12,yes,exact
w6_second_pass_audit,STAEformer,horizon_unit,steps,hours,no,mismatch
w6_second_pass_audit,STAEformer,frequency_value,5,5,yes,exact
w6_second_pass_audit,STAEformer,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,STAEformer,graph_node_count_min,170,207,no,mismatch
w6_second_pass_audit,STAEformer,graph_node_count_max,883,883,yes,exact
w6_second_pass_audit,STAEformer,node_unit,sensors,sensors,yes,exact
w6_second_pass_audit,STAEformer,graph_node_count_status,found,found,yes,exact
w6_second_pass_audit,STAEformer,coding_status,complete,complete,yes,exact
w6_second_pass_audit,STAEformer,confidence,high,high,yes,exact
w6_second_pass_audit,MSGNN,year,2023,2023,yes,exact
w6_second_pass_audit,MSGNN,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,MSGNN,domain_class,epidemiology,epidemiology,yes,exact
w6_second_pass_audit,MSGNN,task_class,covid_forecasting,covid_forecasting,yes,exact
w6_second_pass_audit,MSGNN,target_class,covid_cases,covid_cases,yes,exact
w6_second_pass_audit,MSGNN,dataset_family,us_county_state_covid19,nyt_covid,no,set_mismatch
w6_second_pass_audit,MSGNN,has_public_code,not_reported,no,no,mismatch
w6_second_pass_audit,MSGNN,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,MSGNN,horizon_type,multi_horizon,multi_horizon,yes,exact
w6_second_pass_audit,MSGNN,horizon_min_value,1,1,yes,exact
w6_second_pass_audit,MSGNN,horizon_max_value,3,3,yes,exact
w6_second_pass_audit,MSGNN,horizon_unit,weeks,weeks,yes,exact
w6_second_pass_audit,MSGNN,frequency_value,1,7,no,mismatch
w6_second_pass_audit,MSGNN,frequency_unit,days,days,yes,exact
w6_second_pass_audit,MSGNN,graph_node_count_min,not_reported,100,no,mismatch
w6_second_pass_audit,MSGNN,graph_node_count_max,not_reported,500,no,mismatch
w6_second_pass_audit,MSGNN,node_unit,counties,counties,yes,exact
w6_second_pass_audit,MSGNN,graph_node_count_status,partial,partial,yes,exact
w6_second_pass_audit,MSGNN,coding_status,partial,complete,no,mismatch
w6_second_pass_audit,MSGNN,confidence,medium,high,no,mismatch
w6_second_pass_audit,ASeer,year,2024,2024,yes,exact
w6_second_pass_audit,ASeer,venue_type,conference,conference,yes,exact
w6_second_pass_audit,ASeer,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,ASeer,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,ASeer,target_class,traffic_flow,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,ASeer,dataset_family,zhuzhou|baoding,zhuzhou_and_baoding_datasets,no,set_mismatch
w6_second_pass_audit,ASeer,has_public_code,yes,yes,yes,exact
w6_second_pass_audit,ASeer,has_public_dataset,no,no,yes,exact
w6_second_pass_audit,ASeer,horizon_type,single_horizon,single_horizon,yes,exact
w6_second_pass_audit,ASeer,horizon_min_value,60,not_reported,no,mismatch
w6_second_pass_audit,ASeer,horizon_max_value,60,not_reported,no,mismatch
w6_second_pass_audit,ASeer,horizon_unit,minutes,dataset_specific,no,mismatch
w6_second_pass_audit,ASeer,frequency_value,dataset_specific,not_reported,no,mismatch
w6_second_pass_audit,ASeer,frequency_unit,dataset_specific,not_reported,no,mismatch
w6_second_pass_audit,ASeer,graph_node_count_min,264,264,yes,exact
w6_second_pass_audit,ASeer,graph_node_count_max,620,620,yes,exact
w6_second_pass_audit,ASeer,node_unit,sensors,sensors,yes,exact
w6_second_pass_audit,ASeer,graph_node_count_status,found,found,yes,exact
w6_second_pass_audit,ASeer,coding_status,partial,complete,no,mismatch
w6_second_pass_audit,ASeer,confidence,medium,high,no,mismatch
w6_second_pass_audit,DHSL,year,2023,2023,yes,exact
w6_second_pass_audit,DHSL,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,DHSL,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,DHSL,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,DHSL,target_class,traffic_flow,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,DHSL,dataset_family,pemsd3|pemsd4|pemsd7|pemsd8,pems_bay|pemsd3|pemsd4|pemsd7|pemsd8,no,set_mismatch
w6_second_pass_audit,DHSL,has_public_code,not_reported,not_reported,yes,exact
w6_second_pass_audit,DHSL,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,DHSL,horizon_type,sequence,single_horizon,no,mismatch
w6_second_pass_audit,DHSL,horizon_min_value,12,60,no,mismatch
w6_second_pass_audit,DHSL,horizon_max_value,12,60,no,mismatch
w6_second_pass_audit,DHSL,horizon_unit,steps,minutes,no,mismatch
w6_second_pass_audit,DHSL,frequency_value,5,30,no,mismatch
w6_second_pass_audit,DHSL,frequency_unit,minutes,seconds,no,mismatch
w6_second_pass_audit,DHSL,graph_node_count_min,170,170,yes,exact
w6_second_pass_audit,DHSL,graph_node_count_max,883,883,yes,exact
w6_second_pass_audit,DHSL,node_unit,sensors,nodes,no,mismatch
w6_second_pass_audit,DHSL,graph_node_count_status,found,found,yes,exact
w6_second_pass_audit,DHSL,coding_status,complete,complete,yes,exact
w6_second_pass_audit,DHSL,confidence,medium,high,no,mismatch
w6_second_pass_audit,STExplainer,year,2023,2023,yes,exact
w6_second_pass_audit,STExplainer,venue_type,conference,conference,yes,exact
w6_second_pass_audit,STExplainer,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,STExplainer,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,STExplainer,target_class,traffic_flow,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,STExplainer,dataset_family,pemsd4|pemsd7|pemsd8,not_reported,no,set_mismatch
w6_second_pass_audit,STExplainer,has_public_code,yes,yes,yes,exact
w6_second_pass_audit,STExplainer,has_public_dataset,yes,no,no,mismatch
w6_second_pass_audit,STExplainer,horizon_type,sequence,multi_horizon,no,mismatch
w6_second_pass_audit,STExplainer,horizon_min_value,12,12,yes,exact
w6_second_pass_audit,STExplainer,horizon_max_value,12,12,yes,exact
w6_second_pass_audit,STExplainer,horizon_unit,steps,steps,yes,exact
w6_second_pass_audit,STExplainer,frequency_value,5,5,yes,exact
w6_second_pass_audit,STExplainer,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,STExplainer,graph_node_count_min,170,307,no,mismatch
w6_second_pass_audit,STExplainer,graph_node_count_max,883,883,yes,exact
w6_second_pass_audit,STExplainer,node_unit,sensors,nodes,no,mismatch
w6_second_pass_audit,STExplainer,graph_node_count_status,found,partial,no,mismatch
w6_second_pass_audit,STExplainer,coding_status,complete,complete,yes,exact
w6_second_pass_audit,STExplainer,confidence,medium,high,no,mismatch
w6_second_pass_audit,STGNPP,year,2023,2023,yes,exact
w6_second_pass_audit,STGNPP,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,STGNPP,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,STGNPP,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,STGNPP,target_class,multiple_targets,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,STGNPP,dataset_family,beijing|chengdu,not_reported,no,set_mismatch
w6_second_pass_audit,STGNPP,has_public_code,not_reported,no,no,mismatch
w6_second_pass_audit,STGNPP,has_public_dataset,no,yes,no,mismatch
w6_second_pass_audit,STGNPP,horizon_type,dataset_specific,single_horizon,no,mismatch
w6_second_pass_audit,STGNPP,horizon_min_value,6,6,yes,exact
w6_second_pass_audit,STGNPP,horizon_max_value,6,60,no,mismatch
w6_second_pass_audit,STGNPP,horizon_unit,hours,minutes,no,mismatch
w6_second_pass_audit,STGNPP,frequency_value,5,5,yes,exact
w6_second_pass_audit,STGNPP,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,STGNPP,graph_node_count_min,435,435,yes,exact
w6_second_pass_audit,STGNPP,graph_node_count_max,573,573,yes,exact
w6_second_pass_audit,STGNPP,node_unit,links,links,yes,exact
w6_second_pass_audit,STGNPP,graph_node_count_status,found,found,yes,exact
w6_second_pass_audit,STGNPP,coding_status,partial,complete,no,mismatch
w6_second_pass_audit,STGNPP,confidence,medium,high,no,mismatch
w6_second_pass_audit,AI-Truck,year,2024,2023,no,mismatch
w6_second_pass_audit,AI-Truck,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,AI-Truck,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,AI-Truck,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,AI-Truck,target_class,multiple_targets,traffic_speed_and_flow,no,mismatch
w6_second_pass_audit,AI-Truck,dataset_family,chengdu_slag_truck,not_reported,no,set_mismatch
w6_second_pass_audit,AI-Truck,has_public_code,not_reported,no,no,mismatch
w6_second_pass_audit,AI-Truck,has_public_dataset,no,no,yes,exact
w6_second_pass_audit,AI-Truck,horizon_type,single_horizon,single_horizon,yes,exact
w6_second_pass_audit,AI-Truck,horizon_min_value,30,0,no,mismatch
w6_second_pass_audit,AI-Truck,horizon_max_value,60,1,no,mismatch
w6_second_pass_audit,AI-Truck,horizon_unit,minutes,hours,no,mismatch
w6_second_pass_audit,AI-Truck,frequency_value,30,30,yes,exact
w6_second_pass_audit,AI-Truck,frequency_unit,minutes,seconds,no,mismatch
w6_second_pass_audit,AI-Truck,graph_node_count_min,255,not_reported,no,mismatch
w6_second_pass_audit,AI-Truck,graph_node_count_max,255,not_reported,no,mismatch
w6_second_pass_audit,AI-Truck,node_unit,nodes,not_reported,no,mismatch
w6_second_pass_audit,AI-Truck,graph_node_count_status,partial,not_reported,no,mismatch
w6_second_pass_audit,AI-Truck,coding_status,partial,complete,no,mismatch
w6_second_pass_audit,AI-Truck,confidence,medium,high,no,mismatch
w6_second_pass_audit,COOL,year,2025,2024,no,mismatch
w6_second_pass_audit,COOL,venue_type,preprint,preprint,yes,exact
w6_second_pass_audit,COOL,domain_class,traffic,traffic,yes,exact
w6_second_pass_audit,COOL,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w6_second_pass_audit,COOL,target_class,traffic_speed_and_flow,traffic_speed_and_flow,yes,exact
w6_second_pass_audit,COOL,dataset_family,metr_la|pems_bay|pemsd7|pemsd8,metr_la|pems_bay|pemsd7|pemsd8,yes,exact_set
w6_second_pass_audit,COOL,has_public_code,not_reported,no,no,mismatch
w6_second_pass_audit,COOL,has_public_dataset,yes,yes,yes,exact
w6_second_pass_audit,COOL,horizon_type,multi_horizon,multi_horizon,yes,exact
w6_second_pass_audit,COOL,horizon_min_value,3,3,yes,exact
w6_second_pass_audit,COOL,horizon_max_value,12,12,yes,exact
w6_second_pass_audit,COOL,horizon_unit,steps,steps,yes,exact
w6_second_pass_audit,COOL,frequency_value,5,60,no,mismatch
w6_second_pass_audit,COOL,frequency_unit,minutes,minutes,yes,exact
w6_second_pass_audit,COOL,graph_node_count_min,170,295,no,mismatch
w6_second_pass_audit,COOL,graph_node_count_max,883,883,yes,exact
w6_second_pass_audit,COOL,node_unit,sensors,sensors,yes,exact
w6_second_pass_audit,COOL,graph_node_count_status,found,partial,no,mismatch
w6_second_pass_audit,COOL,coding_status,complete,complete,yes,exact
w6_second_pass_audit,COOL,confidence,high,high,yes,exact
w7_retrieval_tables,DCRNN,year,2018,2017,no,mismatch
w7_retrieval_tables,DCRNN,venue_type,conference,conference,yes,exact
w7_retrieval_tables,DCRNN,domain_class,traffic,traffic,yes,exact
w7_retrieval_tables,DCRNN,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w7_retrieval_tables,DCRNN,target_class,traffic_speed,traffic_speed_and_flow,no,mismatch
w7_retrieval_tables,DCRNN,dataset_family,metr_la|pems_bay,metr_la|pems_bay,yes,exact_set
w7_retrieval_tables,DCRNN,has_public_code,yes,yes,yes,exact
w7_retrieval_tables,DCRNN,has_public_dataset,yes,yes,yes,exact
w7_retrieval_tables,DCRNN,horizon_type,multi_horizon,multi_horizon,yes,exact
w7_retrieval_tables,DCRNN,horizon_min_value,15,15,yes,exact
w7_retrieval_tables,DCRNN,horizon_max_value,60,60,yes,exact
w7_retrieval_tables,DCRNN,horizon_unit,minutes,minutes,yes,exact
w7_retrieval_tables,DCRNN,frequency_value,5,not_reported,no,mismatch
w7_retrieval_tables,DCRNN,frequency_unit,minutes,not_reported,no,mismatch
w7_retrieval_tables,DCRNN,graph_node_count_min,207,207,yes,exact
w7_retrieval_tables,DCRNN,graph_node_count_max,325,325,yes,exact
w7_retrieval_tables,DCRNN,node_unit,sensors,sensors,yes,exact
w7_retrieval_tables,DCRNN,graph_node_count_status,found,found,yes,exact
w7_retrieval_tables,DCRNN,coding_status,complete,complete,yes,exact
w7_retrieval_tables,DCRNN,confidence,high,high,yes,exact
w7_retrieval_tables,STGCN,year,2018,2017,no,mismatch
w7_retrieval_tables,STGCN,venue_type,conference,preprint,no,mismatch
w7_retrieval_tables,STGCN,domain_class,traffic,traffic,yes,exact
w7_retrieval_tables,STGCN,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w7_retrieval_tables,STGCN,target_class,traffic_speed,traffic_speed_and_flow,no,mismatch
w7_retrieval_tables,STGCN,dataset_family,bjer4|pemsd7,pemsd7|bjer4,yes,exact_set
w7_retrieval_tables,STGCN,has_public_code,not_reported,no,no,mismatch
w7_retrieval_tables,STGCN,has_public_dataset,yes,yes,yes,exact
w7_retrieval_tables,STGCN,horizon_type,multi_horizon,multi_horizon,yes,exact
w7_retrieval_tables,STGCN,horizon_min_value,15,15,yes,exact
w7_retrieval_tables,STGCN,horizon_max_value,45,45,yes,exact
w7_retrieval_tables,STGCN,horizon_unit,minutes,minutes,yes,exact
w7_retrieval_tables,STGCN,frequency_value,5,60,no,mismatch
w7_retrieval_tables,STGCN,frequency_unit,minutes,minutes,yes,exact
w7_retrieval_tables,STGCN,graph_node_count_min,12,12,yes,exact
w7_retrieval_tables,STGCN,graph_node_count_max,1026,1026,yes,exact
w7_retrieval_tables,STGCN,node_unit,sensors,sensors,yes,exact
w7_retrieval_tables,STGCN,graph_node_count_status,found,partial,no,mismatch
w7_retrieval_tables,STGCN,coding_status,complete,complete,yes,exact
w7_retrieval_tables,STGCN,confidence,high,high,yes,exact
w7_retrieval_tables,Graph WaveNet,year,2019,2019,yes,exact
w7_retrieval_tables,Graph WaveNet,venue_type,conference,journal,no,mismatch
w7_retrieval_tables,Graph WaveNet,domain_class,traffic,traffic,yes,exact
w7_retrieval_tables,Graph WaveNet,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w7_retrieval_tables,Graph WaveNet,target_class,traffic_speed,traffic_speed_and_flow,no,mismatch
w7_retrieval_tables,Graph WaveNet,dataset_family,metr_la|pems_bay,metr_la|pems_bay,yes,exact_set
w7_retrieval_tables,Graph WaveNet,has_public_code,yes,yes,yes,exact
w7_retrieval_tables,Graph WaveNet,has_public_dataset,yes,yes,yes,exact
w7_retrieval_tables,Graph WaveNet,horizon_type,multi_horizon,multi_horizon,yes,exact
w7_retrieval_tables,Graph WaveNet,horizon_min_value,15,15,yes,exact
w7_retrieval_tables,Graph WaveNet,horizon_max_value,60,60,yes,exact
w7_retrieval_tables,Graph WaveNet,horizon_unit,minutes,minutes,yes,exact
w7_retrieval_tables,Graph WaveNet,frequency_value,5,5,yes,exact
w7_retrieval_tables,Graph WaveNet,frequency_unit,minutes,minutes,yes,exact
w7_retrieval_tables,Graph WaveNet,graph_node_count_min,207,207,yes,exact
w7_retrieval_tables,Graph WaveNet,graph_node_count_max,325,325,yes,exact
w7_retrieval_tables,Graph WaveNet,node_unit,sensors,sensors,yes,exact
w7_retrieval_tables,Graph WaveNet,graph_node_count_status,found,found,yes,exact
w7_retrieval_tables,Graph WaveNet,coding_status,complete,complete,yes,exact
w7_retrieval_tables,Graph WaveNet,confidence,high,high,yes,exact
w7_retrieval_tables,GP-DCRNN,year,2019,2019,yes,exact
w7_retrieval_tables,GP-DCRNN,venue_type,journal,preprint,no,mismatch
w7_retrieval_tables,GP-DCRNN,domain_class,traffic,traffic,yes,exact
w7_retrieval_tables,GP-DCRNN,task_class,traffic_forecasting,traffic_forecasting,yes,exact
w7_retrieval_tables,GP-DCRNN,target_class,traffic_speed_and_flow,traffic_speed_and_flow,yes,exact
w7_retrieval_tables,GP-DCRNN,dataset_family,california_highway_pems,not_reported,no,set_mismatch
w7_retrieval_tables,GP-DCRNN,has_public_code,not_reported,yes,no,mismatch
w7_retrieval_tables,GP-DCRNN,has_public_dataset,yes,no,no,mismatch
w7_retrieval_tables,GP-DCRNN,horizon_type,single_horizon,multi_horizon,no,mismatch
w7_retrieval_tables,GP-DCRNN,horizon_min_value,60,15,no,mismatch
w7_retrieval_tables,GP-DCRNN,horizon_max_value,60,60,yes,exact
w7_retrieval_tables,GP-DCRNN,horizon_unit,minutes,minutes,yes,exact
w7_retrieval_tables,GP-DCRNN,frequency_value,5,not_reported,no,mismatch
w7_retrieval_tables,GP-DCRNN,frequency_unit,minutes,not_reported,no,mismatch
w7_retrieval_tables,GP-DCRNN,graph_node_count_min,11160,278,no,mismatch
w7_retrieval_tables,GP-DCRNN,graph_node_count_max,11160,11160,yes,exact
